ID,REGION,NAME,RESERVATION_URL,URL_TYPE,SHOW,MEMO
346,충남 당진 장고항,흥진1호,https://greenfishing.sunsang24.com/,2,X,11명-
347,충남 당진 한진포구,럭키2호,https://www.lucky2ho.com/,1,X,9명-
348,충남 보령 대천항,까칠이1호,https://까칠이호.com/,1,X,20명-
349,충남 보령 대천항,까칠이호,https://까칠이호.com/,1,X,20명-
350,충남 보령 대천항,깐부호,http://www.ochzeus.com/,1,O,20명-
351,충남 보령 대천항,깔조호,http://깔조호.kr/,1,X,17명-
352,충남 보령 대천항,나로호,http://www.yayaho.kr/,1,X,정보없음-독배전용
353,충남 보령 대천항,나르샤호,https://시티맨호.com/,1,X,10명-
354,충남 보령 대천항,나이키호,http://www.nikeho.com/,1,X,20명-
355,충남 보령 대천항,노블레스호,https://www.hifishing.net/,1,X,17명-독배전용
356,충남 보령 대천항,뉴코리아호,http://삼성호.com/,1,X,19명-
357,충남 보령 대천항,대천한프로호,https://hanpro.thefishing.kr/,1,O,21명-
358,충남 보령 대천항,드림호,http://삼성호.com/,1,X,17명-
359,충남 보령 대천항,럭키세븐호,https://www.hifishing.net/,1,X,20명-
360,충남 보령 대천항,레전드호,https://까칠이호.com/,1,X,18명-
361,충남 보령 대천항,마돈나호,http://www.madonnaho.com/,1,X,16명-
362,충남 보령 대천항,메이저호,http://www.ochzeus.com/,1,X,19명-
363,충남 보령 대천항,몬스터호,http://www.ochzeus.com/,1,X,20명-
364,충남 보령 대천항,삼성호,http://삼성호.com/,1,X,21명-
365,충남 보령 대천항,세진호,http://삼성호.com/,1,X,16명-
366,충남 보령 대천항,슈퍼스타호,http://www.ochzeus.com/,1,X,20명-
367,충남 보령 대천항,스파이더호,http://www.ochzeus.com/,1,X,20명-
368,충남 보령 대천항,승하호,http://청춘호.kr/,1,X,20명-
369,충남 보령 대천항,시티맨호,https://시티맨호.com/,1,X,19명-
370,충남 보령 대천항,아이언호,https://iron.sunsang24.com/,2,X,20명-
371,충남 보령 대천항,아인스호,https://www.einsho.com/,1,O,20명-
372,충남 보령 대천항,야야호,http://www.yayaho.kr/,1,O,21명-
373,충남 보령 대천항,에이원호,http://www.narshaho.net/,1,X,16명-
374,충남 보령 대천항,영광호,https://시티맨호.com/,1,X,9명-
375,충남 보령 대천항,예린호,http://yerinfishing.com/,1,X,20명-
376,충남 보령 대천항,오로라호,http://yerinfishing.com/,1,X,17명-
377,충남 보령 대천항,오아시스호,https://www.oasisho.com/,1,X,17명-
378,충남 보령 대천항,은성호,http://삼성호.com/,1,X,21명-
379,충남 보령 대천항,제우스호,http://www.ochzeus.com/,1,X,20명-
380,충남 보령 대천항,창용호,https://시티맨호.com/,1,X,8명-
381,충남 보령 대천항,챔피언호,https://www.hifishing.net/,1,X,20명-
382,충남 보령 대천항,청춘호,http://청춘호.kr/,1,X,20명-
383,충남 보령 대천항,카이저호,http://삼성호.com/,1,X,14명-
384,충남 보령 대천항,팀루피호,https://masterfishing.kr/,1,X,20명-
385,충남 보령 대천항,포시즌호,https://시티맨호.com/,1,X,21명-
386,충남 보령 대천항,하이피싱호,https://www.hifishing.net/,1,O,20명-
387,충남 보령 대천항,한바다호,https://www.hifishing.net/,1,X,8명-
388,충남 보령 대천항,할리호,http://www.ochzeus.com/,1,X,20명-
389,충남 보령 대천항,해모수호,https://hms.sunsang24.com/,2,X,16명-
390,충남 보령 대천항,해성호,http://삼성호.com/,1,X,20명-
391,충남 보령 무창포항,가디언호,https://vtrfishing.sunsang24.com/,2,X,16명-
392,충남 보령 무창포항,갤럭시호,https://www.ssfish.kr/,1,X,21명-
393,충남 보령 무창포항,글로리호,http://www.gloryho.kr,1,X,
394,충남 보령 무창포항,깜보호,http://피싱위너.com/,1,O,20명-
395,충남 보령 무창포항,뉴빅토리호,http://피싱위너.com/,1,O,20명-
396,충남 보령 무창포항,뉴써니호,http://www.sorafishing.com/,1,X,21명-
397,충남 보령 무창포항,뉴아폴로호,https://apollo.sunsang24.com/,2,X,16명-
398,충남 보령 무창포항,뉴오복호,http://www.sorafishing.com/,1,X,20명-
399,충남 보령 무창포항,뉴천일호,https://www.ssfish.kr/,1,X,21명-
400,충남 보령 무창포항,뉴체이스호,http://muchangpofishing.com/,1,X,21명-
401,충남 보령 무창포항,대박피싱호,https://www.muchangpo.kr/,1,X,17명-
402,충남 보령 무창포항,댓길이호,https://www.muchangpo.kr/,1,X,20명-
403,충남 보령 무창포항,레전드호,https://www.bravofishing.kr/,1,X,17명-
404,충남 보령 무창포항,로빈호,http://www.robinho.kr/,1,X,15명-
405,충남 보령 무창포항,리더스호,https://www.bravofishing.kr/,1,X,21명-
406,충남 보령 무창포항,모데라토호,http://피싱위너.com/,1,X,20명-
407,충남 보령 무창포항,바다용사호,https://xn--vf4bo5bt3ep1t.com,1,X,
408,충남 보령 무창포항,배짱호,http://피싱위너.com/,1,O,20명-
409,충남 보령 무창포항,백마호,https://www.muchangpofishing.co.kr/,1,X,11명-
410,충남 보령 무창포항,베테랑호,https://vtrfishing.sunsang24.com/,2,X,17명-
411,충남 보령 무창포항,부자호,https://www.muchangpofishing.co.kr/,1,X,12명-
412,충남 보령 무창포항,브라보피싱호,https://www.bravofishing.kr/,1,X,17명-
413,충남 보령 무창포항,브이호,https://www.muchangpofishing.co.kr/,1,X,17명-
414,충남 보령 무창포항,블루포스호,https://www.ssfish.kr/,1,X,20명-
415,충남 보령 무창포항,빅마린호,https://www.muchangpofishing.co.kr/,1,X,17명-
416,충남 보령 무창포항,세븐호,https://www.muchangpofishing.co.kr/,1,X,21명-
417,충남 보령 무창포항,수지호,https://suji.thefishing.kr/,1,X,20명-지정좌석
418,충남 보령 무창포항,스카이호,http://www.sorafishing.com/,1,X,20명-
419,충남 보령 무창포항,스텔스호,https://www.muchangpo.kr/,1,X,20명-
420,충남 보령 무창포항,신나래호,http://www.robinho.kr/,1,X,15명-
421,충남 보령 무창포항,신주호,https://chongkakho.com/,1,X,17명-
422,충남 보령 무창포항,써니호,http://www.sorafishing.com/,1,X,21명-
423,충남 보령 무창포항,씨마호,http://www.sorafishing.com/,1,X,17명-
424,충남 보령 무창포항,아파치호,https://suji.thefishing.kr/,1,X,21명-지정좌석
425,충남 보령 무창포항,알파호,https://www.ssfish.kr/,1,X,17명-
426,충남 보령 무창포항,에바다호,http://www.kingfishing.net/,1,X,20명-
427,충남 보령 무창포항,엔조이호,https://enjoy.sunsang24.com/,2,X,20명-
428,충남 보령 무창포항,유진호,http://www.sorafishing.com/,1,X,8명-
429,충남 보령 무창포항,이범호,https://www.muchangpo.kr/,1,X,17명-
430,충남 보령 무창포항,지프로호,https://chongkakho.com/,1,X,15명-
431,충남 보령 무창포항,짱가호,https://www.ssfish.kr/,1,X,17명-
432,충남 보령 무창포항,총각1호,https://chongkakho.com/,1,X,17명-
433,충남 보령 무창포항,총각호,https://chongkakho.com/,1,X,8명-
434,충남 보령 무창포항,코스모스호,https://www.muchangpofishing.co.kr/,1,X,21명-
435,충남 보령 무창포항,킹덤호,https://www.bravofishing.kr/,1,X,17명-
436,충남 보령 무창포항,킹마스터호,https://www.ssfish.kr/,1,X,21명-
437,충남 보령 무창포항,킹피쉬호,http://www.kingfishing.net/,1,X,20명-
438,충남 보령 무창포항,테티스호,https://www.ssfish.kr/,1,X,17명-
439,충남 보령 무창포항,투지호,https://www.muchangpo.kr/,1,X,20명-
440,충남 보령 무창포항,판타지호,https://vtrfishing.sunsang24.com/,2,X,17명-
441,충남 보령 무창포항,페가수스호,http://피싱위너.com/,1,X,20명-
442,충남 보령 무창포항,플러스호,https://suji.thefishing.kr/,1,X,19명-지정좌석
443,충남 보령 무창포항,피싱마린호,https://www.ssfish.kr/,1,X,21명-
444,충남 보령 무창포항,헤라호,https://www.ssfish.kr/,1,X,17명-
445,충남 보령 무창포항,호호호,https://chongkakho.com/,1,X,8명-
446,충남 보령 무창포항,화니호,https://chongkakho.com/,1,X,17명-
447,충남 보령 무창포항,효성호,http://www.robinho.kr/,1,X,17명-
448,충남 보령 무창포항,히트호,https://www.muchangpofishing.co.kr/,1,X,17명-
449,충남 보령 무창포항,힐링호,https://www.ssfish.kr/,1,X,21명-
450,충남 보령 오천항,K-1호,http://k1.thefishing.kr/,1,X,20명-
451,충남 보령 오천항,가즈아호,https://ocpro.sunsang24.com/,2,O,19명-
452,충남 보령 오천항,갈매기호,http://dongmunfish.com/,1,O,20명-
453,충남 보령 오천항,거양호,https://keoyang.sunsang24.com/,2,X,11명-
454,충남 보령 오천항,굿모닝호,http://코리아피싱.kr/,1,X,11명-
455,충남 보령 오천항,금땡이호,http://www.friendho.com/,1,X,21명-
456,충남 보령 오천항,꺄오호,http://코리아피싱.kr/,1,X,20명-
457,충남 보령 오천항,꽃돼지호,https://pigho.sunsang24.com,2,O,21명-점심 제공 x
458,충남 보령 오천항,나폴리2호,https://www.napoliho.net/,1,O,20명-
459,충남 보령 오천항,나폴리7호,https://www.napoliho.net/,1,X,17명-
460,충남 보령 오천항,나폴리호,https://www.napoliho.net/,1,X,(신)-20명-
461,충남 보령 오천항,누리호,https://nv.sunsang24.com/,2,X,17명-
462,충남 보령 오천항,뉴나폴리호,https://www.napoliho.net/,1,X,20명-
463,충남 보령 오천항,뉴바이킹호,https://nv.sunsang24.com/,2,X,17명-
464,충남 보령 오천항,뉴스카이호,https://newsky.sunsang24.com/,2,X,16명-
465,충남 보령 오천항,뉴진도호,https://newjd.sunsang24.com/,2,X,11명-
466,충남 보령 오천항,뉴찬스호,http://www.chanceho.com/,1,X,20명-지정좌석
467,충남 보령 오천항,대물호,http://오천대물낚시.com/,1,X,17명-
468,충남 보령 오천항,도지호,https://doji.sunsang24.com/,2,X,20명-
469,충남 보령 오천항,똥까호,http://ddonggga.kr,1,O,
470,충남 보령 오천항,라라호,https://raraho.kr/,1,O,20명-지정좌석
471,충남 보령 오천항,루키호,http://www.yamujinfishing.com/,1,X,17명-
472,충남 보령 오천항,마린보이호,https://marineboy.sunsang24.com/,2,X,13명-
473,충남 보령 오천항,마운틴호,https://sangsangho.com/,1,X,20명-
474,충남 보령 오천항,바다용사호,http://용사피싱.com/,1,X,17명-
475,충남 보령 오천항,바이킹2호,https://viking.sunsang24.com/,2,X,17명-
476,충남 보령 오천항,바이트호,http://www.biteho.kr/,1,X,19명-
477,충남 보령 오천항,발키리7호,http://오천루어스쿨.com/,1,X,21명-
478,충남 보령 오천항,발키리호,http://오천루어스쿨.com/,1,X,21명-
479,충남 보령 오천항,밥말리호,https://www.bobmarleyho.com/,1,X,17명-
480,충남 보령 오천항,범블비호,http://범블비호.com/,1,X,20명-
481,충남 보령 오천항,베누스호,https://ebada.sunsang24.com/,2,X,14명-
482,충남 보령 오천항,베스트호,http://www.poseidonho.com/,1,X,21명-
483,충남 보령 오천항,보령찬스호,https://boryeongfish.sunsang24.com/,1,X,20명-
484,충남 보령 오천항,보령피싱호,https://boryeongfish.sunsang24.com/,1,X,20명-
485,충남 보령 오천항,블루호,https://www.bluefishing.asia/,1,X,20명-
486,충남 보령 오천항,비비호,https://ocpro.sunsang24.com/,2,X,19명-
487,충남 보령 오천항,비엔나호,https://www.vinaho.com/,1,X,16명-
488,충남 보령 오천항,빅보스호,https://bigboss24.sunsang24.com/,2,X,17명-
489,충남 보령 오천항,샤크호,http://sharkho.com/,1,O,20명-
490,충남 보령 오천항,성령5호,http://www.sungryungho.com/,1,X,20명-
491,충남 보령 오천항,스피드호,http://코리아피싱.kr/,1,X,20명-
492,충남 보령 오천항,싸부호,https://ssabu.sunsang24.com/,2,X,17명-
493,충남 보령 오천항,썬가드호,http://코리아피싱.kr/,1,X,16명-
494,충남 보령 오천항,씨빙이호,https://spdman7.fishmap.kr/,1,X,20명-
495,충남 보령 오천항,아리랑1호,https://arirang.sunsang24.com/,2,X,20명-
496,충남 보령 오천항,아리랑7호,https://arirang.sunsang24.com/,2,X,8명-
497,충남 보령 오천항,아침바다호,http://dongmunfish.com/,1,X,11명-
498,충남 보령 오천항,야무진2호,http://www.yamujinfishing.com/,1,X,17명-
499,충남 보령 오천항,야무진호,http://www.yamujinfishing.com/,1,O,20명-
500,충남 보령 오천항,어쩌다어부호,https://fisherman.sunsang24.com/,2,X,19명-
501,충남 보령 오천항,엠피닉스호,https://www.napoliho.net/,1,X,17명-
502,충남 보령 오천항,오디세이호,http://www.joeunfish.com/,1,X,21명-
503,충남 보령 오천항,오션투어호,http://www.yamujinfishing.com/,1,X,21명-
504,충남 보령 오천항,위더스호,http://오천대물낚시.com/,1,X,15명-
505,충남 보령 오천항,유진호,https://www.eugeneho.kr/,1,X,20명-
506,충남 보령 오천항,육소2호,https://spdman7.fishmap.kr/,1,O,17명-
507,충남 보령 오천항,육소3호,https://spdman7.fishmap.kr/,1,X,17명-
508,충남 보령 오천항,이바다호,https://ebada.sunsang24.com/,2,X,21명-
509,충남 보령 오천항,일복호,https://teamhanpro.com/,1,X,20명-
510,충남 보령 오천항,자이언트호,https://rkclgh.sunsang24.com/,2,O,21명-
511,충남 보령 오천항,천하피싱호,http://www.herafishing.net/,1,X,17명-
512,충남 보령 오천항,천해호,http://dongmunfish.com/,1,X,17명-
513,충남 보령 오천항,첼린저호,http://nfishing.net/,1,X,16명-
514,충남 보령 오천항,카즈미호,https://카즈미호.com/,1,O,20명-
515,충남 보령 오천항,타이푼호,http://www.friendho.com/,1,O,21명-
516,충남 보령 오천항,팀루피호,https://masterfishing.kr,1,X,
517,충남 보령 오천항,팀오디세이호,http://www.joeunfish.com/,1,O,21명-
518,충남 보령 오천항,팀프랜드호,http://www.friendho.com/,1,O,(신)-20명-
519,충남 보령 오천항,팀한프로호,https://teamhanpro.com/,1,O,20명-
520,충남 보령 오천항,포세이돈호,http://www.poseidonho.com/,1,X,21명-
521,충남 보령 오천항,프랜드2호,http://www.friendho.com/,1,X,21명-
522,충남 보령 오천항,프린스호,https://princeho.sunsang24.com/,2,X,17명-
523,충남 보령 오천항,해마호,https://haemaho.sunsang24.com/,2,X,17명-
524,충남 보령 오천항,해모수호,https://haemosoo.sunsang24.com/,2,X,17명-
525,충남 보령 오천항,해양호,https://teamhanpro.com/,1,X,17명-
526,충남 보령 오천항,호랭이호,https://horeng2.sunsang24.com/,2,X,21명-
527,충남 보령 오천항,흑돼지호,https://teamhanpro.com/,1,X,20명-
528,충남 보령 원산도,대영호,https://chojun.co.kr/,1,X,8명-
529,충남 보령 원산도,만선1호,https://chojun.co.kr/,1,X,8명-
530,충남 보령 원산도,미르호,https://chojun.co.kr/,1,X,21명-
531,충남 보령 원산도,미성3호,https://chojun.co.kr/,1,X,7명-
532,충남 보령 원산도,승진1호,http://아라한호.com/,1,X,11명-
533,충남 보령 원산도,아라한호,http://아라한호.com/,1,X,19명-
534,충남 보령 원산도,언정호,https://chojun.co.kr/,1,X,8명-
535,충남 보령 원산도,연가호,https://chojun.co.kr/,1,X,16명-
536,충남 보령 원산도,재규호,http://원산도해신호.com/,1,X,11명-
537,충남 보령 원산도,포세이돈호,https://chojun.co.kr/,1,X,8명-
538,충남 보령 원산도,해신호,http://원산도해신호.com/,1,X,17명-
539,충남 보령 회변항,꽃게호,http://www.꽃게호.com/,1,X,15명-
540,충남 보령 회변항,뉴경진호,http://www.kjho.kr/,1,X,16명-
541,충남 보령 회변항,몽스타호,http://스타낚시.com/,1,X,17명-
542,충남 보령 회변항,오성스타호,http://스타낚시.com/,1,O,20명-
543,충남 서산 삼길포,골드피싱호,http://www.mscufishing.com/,1,X,20명-
544,충남 서산 삼길포,나대세호,http://www.mscufishing.com/,1,X,20명-
545,충남 서산 삼길포,넘버원호,https://no1.sunsang24.com/,2,O,(신)지정좌석
546,충남 서산 삼길포,뉴항구호,https://daebak.sunsang24.com/,2,O,20명-지정좌석
547,충남 서산 삼길포,동성호,https://cafe.naver.com/sgpds,1,X,20명-
548,충남 서산 삼길포,뚜기호,http://www.mscufishing.com/,1,X,11명-
549,충남 서산 삼길포,레전드호,https://daebak.sunsang24.com/,2,X,11명-
550,충남 서산 삼길포,만석/승주/헌터/헤르메스,https://www.mscufishing.com,1,O,(자리 선택)-대기안받음
556,충남 서산 삼길포,영스타호,https://metafishingclub.sunsang24.com/,2,X,15명-지정좌석
559,충남 서산 삼길포,진주호,https://jinju.sunsang24.com/,2,X,15명-지정좌석
560,충남 서산 삼길포,천마호,https://metafishingclub.sunsang24.com/,2,X,11명-
563,충남 서산 창리포구,마린케이호,https://hansung1.sunsang24.com/,2,X,16명-지정좌석
564,충남 서천 홍원항,가이아호,http://yjfishing.kr/,1,X,21명-
565,충남 서천 홍원항,가이아호-영진민박,http://www.yjfishing.kr,1,O,
566,충남 서천 홍원항,골드피싱호,http://www.acefish.net/,1,X,21명-
567,충남 서천 홍원항,굿데이호,http://굿데이호.com/,1,X,21명-
568,충남 서천 홍원항,나드리호,https://hongwonhang.thefishing.kr/,1,X,20명-
569,충남 서천 홍원항,뉴대호피싱,http://www.newdaeho.com/,1,X,19명-
570,충남 서천 홍원항,뉴승리호,http://yopofishing.co.kr/,1,X,21명-
571,충남 서천 홍원항,뉴아일랜드호,http://hwrock.thefishing.kr/,1,X,21명-
572,충남 서천 홍원항,뉴지니피싱호,http://hongwonfishingplaza.com/,1,X,20명-
573,충남 서천 홍원항,뉴카니발2호,http://www.carnivalho.com/,1,X,21명-
574,충남 서천 홍원항,뉴해양호,https://newhaeyang.sunsang24.com/,2,X,21명-지정좌석
575,충남 서천 홍원항,다크호스호,http://www.jofishing.co.kr/,1,X,17명-
576,충남 서천 홍원항,도깨비호,https://www.doggaebi.kr,1,X,
577,충남 서천 홍원항,돌핀호,https://hongwonhang.thefishing.kr/,1,X,15명-
578,충남 서천 홍원항,드래곤호,http://드래곤호.kr/,1,X,20명-
579,충남 서천 홍원항,레드펄호,http://www.레드펄호.com/,1,X,21명-지정좌석
580,충남 서천 홍원항,메르세데스호,http://www.f1fishing.com/,1,X,19명-
581,충남 서천 홍원항,모범낚시호,http://mobumfishing.com/,1,X,21명-
582,충남 서천 홍원항,미성피싱호,https://hangu.kr/,1,X,21명-
583,충남 서천 홍원항,바로호,http://www.jofishing.co.kr/,1,X,11명-
584,충남 서천 홍원항,불루오션1호,http://www.eubufishing.kr/,1,X,20명-
585,충남 서천 홍원항,블랙카이저호,http://aquamarineho.com/,1,X,11명-
586,충남 서천 홍원항,블랙펄호,https://www.blackpearlho.com/,1,X,20명-
587,충남 서천 홍원항,블루오션2호,http://www.eubufishing.kr/,1,X,20명-
588,충남 서천 홍원항,비너스마린호,http://www.acefish.net/,1,X,20명-
589,충남 서천 홍원항,비키라호,https://www.bookingfishing.net/,1,X,21명-
590,충남 서천 홍원항,빅토리아호,http://www.gajanaksi.com/,1,X,21명-
591,충남 서천 홍원항,샤크2호,https://sharkfishing.sunsang24.com/,2,X,21명-지정좌석
592,충남 서천 홍원항,샤크호,https://sharkfishing.sunsang24.com/,2,X,21명-지정좌석
593,충남 서천 홍원항,서도호,https://seodoho.sunsang24.com/,2,X,21명-
594,충남 서천 홍원항,서해호,http://www.seohaeho.com/,1,X,20명-
595,충남 서천 홍원항,성공호,http://www.acefish.net/,1,X,17명-
596,충남 서천 홍원항,성현피싱호,http://www.acefish.net/,1,X,11명-
597,충남 서천 홍원항,슈퍼피싱호,http://superfishing.kr/,1,X,20명-
598,충남 서천 홍원항,스마트호,http://www.smartho.co.kr/,1,X,21명-
599,충남 서천 홍원항,시실리호,http://yjfishing.kr/,1,X,20명-
600,충남 서천 홍원항,시즌1호,http://hongwonfishingplaza.com/,1,X,11명-
601,충남 서천 홍원항,신세계호,http://www.sinsegeho.com/,1,X,21명-
602,충남 서천 홍원항,씨헌터호,https://seahunter.sunsang24.com/,2,X,11명-
603,충남 서천 홍원항,아일랜드호,http://hwrock.thefishing.kr/,1,X,21명-
604,충남 서천 홍원항,아쿠아마린호,http://aquamarineho.com/,1,X,18명-
605,충남 서천 홍원항,에버스타호,http://www.wonjofishing.co.kr/,1,X,20명-
606,충남 서천 홍원항,에이스한스타호,http://www.hanstarho.kr/,1,X,20명-
607,충남 서천 홍원항,영진호,http://yjfishing.kr/,1,X,21명-
608,충남 서천 홍원항,우리호,http://hhj.kr/,1,X,17명-
609,충남 서천 홍원항,월드피싱호,http://hhj.kr/,1,X,21명-
610,충남 서천 홍원항,은지피싱호,http://www.acefish.net/,1,X,21명-
611,충남 서천 홍원항,의지호,http://uijiho.com/,1,X,15명-
612,충남 서천 홍원항,장진호,http://yopofishing.co.kr/,1,X,15명-
613,충남 서천 홍원항,제일피싱호,http://www.f1fishing.com/,1,X,21명-
615,충남 서천 홍원항,조커호-해변펜션,http://www.seasidefishing.kr,1,O,(신)
616,충남 서천 홍원항,지니호,http://hongwonfishingplaza.com/,1,X,17명-
617,충남 서천 홍원항,카멜리아호,http://hongwonfishingplaza.com/,1,X,20명-
618,충남 서천 홍원항,캡틴제이티호,http://www.captainjt.com/,1,X,16명-
619,충남 서천 홍원항,타이탄호,http://hongwonfishingplaza.com/,1,X,21명-
620,충남 서천 홍원항,파라곤호,https://paragon.sunsang24.com/,2,X,20명-
621,충남 서천 홍원항,팬텀호,http://www.f1fishing.com/,1,X,21명-
622,충남 서천 홍원항,페라리호,http://www.f1fishing.com/,1,X,21명-
623,충남 서천 홍원항,프린스2호,http://www.wonjofishing.co.kr/,1,X,21명-
624,충남 서천 홍원항,피닉스호,http://hongwonfishingplaza.com/,1,X,20명-
625,충남 서천 홍원항,피싱매니아호,https://www.fishingmania.kr/,1,X,18명-지정좌석
626,충남 서천 홍원항,한울피싱호,http://www.hanwoolfishing.com/,1,X,10명-
627,충남 서천 홍원항,해돋이호,https://www.sunupfishing.com/,1,X,15명-
628,충남 서천 홍원항,해진호,https://haejinho.sunsang24.com/,2,X,21명-
629,충남 서천 홍원항,헌터호,http://hongwonfishingplaza.com/,1,X,21명-
630,충남 서천 홍원항,형제피싱호,http://hhj.kr/,1,X,21명-
631,충남 서천 홍원항,호해스타호,http://www.acefish.net/,1,X,15명-
632,충남 서천 홍원항,힐링호,http://www.healingfish.co.kr/,1,X,20명-
633,충남 태안 구매항,용성호,https://yong.sunsang24.com/,2,X,17명-
634,충남 태안 구매항,피쉬뱅크호,https://fishbank.modoo.at/,1,X,20명-
635,충남 태안 나암도항,줄리아나호,https://juliana.sunsang24.com/,2,X,17명-
636,충남 태안 내포항,그랜드호,https://fishinggate.sunsang24.com/,2,X,11명-
637,충남 태안 내포항,나무호,https://fishinggate.sunsang24.com/,2,X,8명-
638,충남 태안 내포항,뉴스타피싱호,https://fishinggate.sunsang24.com/,2,X,16명-
639,충남 태안 내포항,대박호,https://fishinggate.sunsang24.com/,2,X,10명-
640,충남 태안 내포항,레쓰비호,https://fishinggate.sunsang24.com/,2,X,11명-
641,충남 태안 내포항,바하호,https://fishinggate.sunsang24.com/,2,X,11명-
642,충남 태안 내포항,블랙베어호,https://fishinggate.sunsang24.com/,2,X,13명-
643,충남 태안 내포항,블랙펄호,https://fishinggate.sunsang24.com/,2,X,20명-
644,충남 태안 내포항,블루스카이호,https://fishinggate.sunsang24.com/,2,X,9명-
645,충남 태안 내포항,씽씽이호,https://fishinggate.sunsang24.com/,2,X,17명-
646,충남 태안 내포항,아우라호,https://fishinggate.sunsang24.com/,2,X,20명-
647,충남 태안 내포항,안면도피싱호,https://fishinggate.sunsang24.com/,2,X,15명-
648,충남 태안 내포항,파라호,https://fishinggate.sunsang24.com/,2,X,8명-
649,충남 태안 내포항,피싱킬러호,https://fishinggate.sunsang24.com/,2,X,15명-
650,충남 태안 내포항,해맨호,https://seamanho.sunsang24.com/,2,X,21명-
651,충남 태안 내포항,해미르호,https://fishinggate.sunsang24.com/,2,X,15명-
652,충남 태안 당암포구,레드포스호,https://hongdanfishing.sunsang24.com/,2,X,17명-
653,충남 태안 당암포구,부남호,https://hongdanfishing.sunsang24.com/,2,X,정보없음-독배전용
654,충남 태안 당암포구,태극1호,https://taegeukho.sunsang24.com/,2,X,19명-
655,충남 태안 당암포구,태극호,https://hongdanfishing.sunsang24.com/,2,X,20명-
656,충남 태안 대야도항,골드피싱호,http://www.fishingi.net/,1,X,19명-
657,충남 태안 대야도항,뉴해풍호,http://www.fishingi.net/,1,X,14명-
658,충남 태안 대야도항,미카엘호,http://www.fishingi.net/,1,X,13명-
659,충남 태안 대야도항,복성호,http://www.fishingi.net/,1,X,21명-
660,충남 태안 대야도항,블랙헬리오스호,http://www.fishingi.net/,1,X,21명-
661,충남 태안 대야도항,블루오션호,http://www.fishingi.net/,1,X,21명-
662,충남 태안 대야도항,아일랜드호,http://www.fishingi.net/,1,O,21명-
663,충남 태안 대야도항,은행나무호,https://tree.sunsang24.com/,2,X,10명-
664,충남 태안 대야도항,챌린지호,http://www.fishingi.net/,1,X,19명-
665,충남 태안 드르니항,동진호,https://gold.sunsang24.com/,2,X,20명-
666,충남 태안 마검포,가가호,https://gagaho.sunsang24.com/,2,O,20명-
667,충남 태안 마검포,낚시광호,https://cafe.naver.com/teaanbada,1,X,17명-
668,충남 태안 마검포,뉴정원호,https://www.jungwonho.com/,1,O,(신)-20명-지정좌석
669,충남 태안 마검포,뉴패밀리호,https://cjh.sunsang24.com/,2,X,20명-
670,충남 태안 마검포,대한호,http://daehanho.com/,1,X,18명-지정좌석
671,충남 태안 마검포,레드호,https://tekilho.sunsang24.com/,2,X,15명-
672,충남 태안 마검포,만선호,https://mansunho.sunsang24.com/,2,X,19명-
673,충남 태안 마검포,바다사랑호,https://바다사랑호.kr/,1,X,20명-
674,충남 태안 마검포,성진호,http://sewonho.com/,1,X,14명-지정좌석
675,충남 태안 마검포,신출항호,https://seojin.sunsang24.com/,2,X,17명-지정좌석
676,충남 태안 마검포,자연피싱호,https://nature.sunsang24.com/,2,O,20명-
678,충남 태안 마검포,제일피싱호,https://jeilfishing.sunsang24.com/,2,X,16명-
679,충남 태안 마검포,태백호,http://태백호.kr/,1,X,17명-
680,충남 태안 마검포,팀바이트호,,1,X,미정-미정
681,충남 태안 마검포,플라이호,https://choose.sunsang24.com/,2,X,15명-
682,충남 태안 마검포,하와이호,http://www.newhawaii.co.kr/,1,X,20명-지정좌석
683,충남 태안 마검포,해원호,http://www.haewonfish.com/,1,X,21명-
684,충남 태안 마검포,힐링피싱호,https://www.jungwonho.com/,1,X,11명-
685,충남 태안 모항항,글로리호,http://gloryho.kr/,1,X,20명-
686,충남 태안 모항항,나폴레옹호,https://ship.sunsang24.com/,2,X,20명-
687,충남 태안 모항항,라온호,http://www.raonfishing.com/,1,X,17명-
688,충남 태안 모항항,유람호,http://유람호.kr/,1,X,15명-
689,충남 태안 모항항,지도호,http://www.newjidoho.com/,1,X,20명-
690,충남 태안 모항항,진하호,http://www.jinhaho.com/,1,X,20명-
691,충남 태안 방포항,미포호,https://golden.sunsang24.com/,2,X,14명-
692,충남 태안 방포항,복영호,http://bokyoung.thefishing.kr/,1,X,17명-
693,충남 태안 방포항,안녕하세호,https://hi.sunsang24.com/,2,X,19명-
694,충남 태안 방포항,오성호,http://bokyoung.thefishing.kr/,1,X,11명-
695,충남 태안 방포항,천일호,http://fishing1001.com/,1,X,20명-
696,충남 태안 방포항,해풍2호,https://golden.sunsang24.com/,2,X,11명-
697,충남 태안 방포항,황금백호,https://golden.sunsang24.com/,2,O,15명-
698,충남 태안 백사장항,구라미끼호,http://www.haesin.net/,1,X,17명-
699,충남 태안 백사장항,마린1호,https://marineho.sunsang24.com/,2,X,20명-지정좌석
700,충남 태안 백사장항,무야호,https://marineho.sunsang24.com/,2,O,19명-지정좌석
701,충남 태안 백사장항,빅토리호,https://marineho.sunsang24.com/,2,X,20명-
702,충남 태안 백사장항,영차호,http://영차피싱.kr/,1,X,20명-
